word_id,word
241,centipede
242,certain
243,chair
244,chanber
245,change
246,charlotte
247,chase
248,chat
249,chatter
250,check
251,cheek
252,cheep
253,cheese
254,cheetah
255,cherry
256,chester
257,chew
258,chick
259,chicken
260,child
261,childsname
262,chimney
263,chin
264,chip
265,choc
266,chocolate
267,choo
268,choochoo
269,choose
270,chop
271,chopper
272,christen
273,christmas
274,chuckle
275,cinema
276,circle
277,city
278,clack
279,clam
280,clap
281,clean
282,clear
283,clearing
284,clever
285,click
286,climb
287,clippety
288,clock
289,clop
290,close
291,cloth
292,clothes
293,cloud
294,clunk
295,cm
296,coal
297,cock
298,cockle
299,cocoon
300,coffee
301,cold
302,cole
303,collapse
304,collect
305,color
306,comb
307,come
308,comfort
309,complete
310,compute
311,concrete
312,cone
313,connor
314,contrarian
315,contrary
316,cook
317,cool
318,copy
319,coral
320,corner
321,cotton
322,cough
323,could
324,count
325,course
326,cover
327,cow
328,crab
329,crackle
330,cradle
331,crane
332,crash
333,crashbangwallop
334,crate
335,crawl
336,craze
337,cream
338,creep
339,crisp
340,crocodile
341,crocy
342,cross
343,crown
344,crumpet
345,crunch
346,crutch
347,cry
348,cuckoo
349,cucumber
350,cuddle
351,cup
352,curb
353,curd
354,curl
355,curly
356,curtain
357,cushion
358,cut
359,cute
360,cutiepie
361,cwww
362,cycle
363,dad
364,dada
365,dadda
366,daddy
367,daisy
368,dalmatians
369,dame
370,dance
371,dangerous
372,dare
373,dark
374,darling
375,dash
376,daughter
377,daw
378,day
379,dead
380,dear
381,decide
382,deep
383,definite
384,delete
385,delicious
386,desert
387,dessert
388,destroy
389,destructive
390,diamond
391,diddle
392,different
393,dig
394,digestive
395,dine
396,ding
397,dinner
398,dinosaur
399,dipsy
400,dish
401,dissolve
402,distract
403,dizzy
404,do
405,doctor
406,document
407,dog
408,doll
409,dolphin
410,dondohdoh
411,donut
412,door
413,dora
414,dot
415,doubt
416,down
417,dr
418,dragon
419,draw
420,drawer
421,dread
422,dream
423,dress
424,drink
425,drive
426,drop
427,drunk
428,dry
429,duck
430,dummy
431,dump
432,dumpty
433,during
434,duvet
435,dwww
436,e
437,each
438,ear
439,earth
440,ease
441,eat
442,eddy
443,edge
444,eeyore
445,egg
446,eh
447,eight
448,either
449,elaine
450,eleanor
451,elephant
452,eleven
453,ella
454,ellie
455,else
456,elspeth
457,emily
458,empty
459,end
460,engine
461,enjoy
462,enough
463,enter
464,err
465,even
466,ever
467,every
468,everybody
469,everyone
470,everything
471,everywhere
472,ewww
473,excellent
474,exciting
475,excuse
476,eye
477,face
478,fact
479,factory
480,faint
481,fair
482,fairy
483,fake
484,fall
485,family
486,far
487,farm
488,farmer
489,fascinate
490,fast
491,fat
492,favorite
493,feed
494,feel
495,felt
496,fetch
497,few
498,fiddle
499,field
500,fight
501,fill
502,film
503,final
504,find
505,fine
506,finger
507,finish
508,fire
509,first
510,fish
511,fit
512,five
513,fix
514,flag
515,flap
516,flask
517,flat
518,fleece
519,flip
520,floor
521,flop
522,florida
523,flower
524,fluff
525,fly
526,follow
527,food
528,foot
529,for
530,forget
531,fork
532,four
533,frame
534,fresh
535,fridge
536,friend
537,fright
538,frighten
539,frock
540,frog
541,froggy
542,from
543,front
544,frosty
545,fruit
546,fry
547,fudge
548,full
549,fun
550,further
551,g
552,gail
553,game
554,garage
555,garden
556,gate
557,gaudy
558,genmod
559,gentle
560,georgie
561,get
562,ghost
563,giddy
564,gift
565,ginger
566,giraffe
567,girl
568,give
569,glad
570,glass
571,glide
572,go
573,golden
574,good
575,goodness
576,goodwill
577,gordon
578,gorgeous
579,gorilla
580,gosh
581,got
582,grab
583,gran
584,granddad
585,grandma
586,granny
587,grass
588,gravel
589,great
590,green
591,grey
592,ground
593,group
594,grow
595,grrr
596,guess
597,gun
598,gwww
599,h
600,ha
601,haha
602,hair
603,half
604,halloween
605,hand
606,handle
607,handy
608,hang
609,happen
610,happy
611,hard
612,harwood
613,hat
614,have
615,hay
616,he
617,head
618,hear
619,heart
620,hearth
621,heavy
622,hedge
623,hee
624,heehee
625,heh
626,heidi
627,helen
628,helicopter
629,hello
630,helmet
631,help
632,her
633,here
634,hers
635,herself
636,hey
637,hi
638,hide
639,high
640,hill
641,him
642,himself
643,hippo
644,his
645,history
646,hit
647,hm
648,hold
649,hole
650,holiday
651,home
652,honest
653,hoo
654,hoof
655,hook
656,hookwin
657,hooray
658,hop
659,hope
660,horn
661,horner
662,horrid
663,horse
664,horsie
665,hose
666,hospital
667,hot
668,hour
669,house
670,how
671,huh
672,hula
673,humpty
674,hurry
675,hurt
676,hush
677,hwww
678,i
679,ice
680,idea
681,identical
682,if
683,ignore
684,imagine
685,important
686,in
687,incy
688,indeed
689,inside
690,instead
691,instruction
692,interest
693,interesting
694,into
695,intrigue
696,iron
697,it
698,its
699,itself
700,jack
701,jackinthebox
702,jam
703,jane
704,jealous
705,jean
706,jeannine
707,jill
708,jo
709,job
710,john
711,johnny
712,jonathan
713,judge
714,juice
715,jump
716,june
717,jungle
718,just
719,jwww
720,kate
721,kathy
722,katie
723,keep
724,kettle
725,key
726,kick
727,kind
728,king
729,kingswood
730,kiss
731,kitchen
732,knave
733,knee
734,knickers
735,knife
736,knock
737,knot
738,know
739,kylie
740,l
741,la
742,ladder
743,lady
744,lala
745,lamb
746,land
747,lane
748,lanzarotte
749,lap
750,lara
751,large
752,last
753,late
754,later
755,laugh
756,laura
757,lay
758,laze
759,leaf
760,lean
761,learn
762,leave
763,left
764,leg
765,lemon
766,leo
767,leopard
768,lesley
769,less
770,lesson
771,let
772,letter
773,library
774,lick
775,lid
776,lie
777,life
778,lift
779,light
780,like
781,lily
782,linda
783,line
784,lion
785,lip
786,listen
787,little
788,live
789,load
790,lock
791,lollipop
792,long
793,look
794,loose
795,lorry
796,lose
797,lot
798,loud
799,love
800,lovely
801,luck
802,lucy
803,lunch
804,lwww
805,m
806,machine
807,mad
808,madam
809,magazine
810,magic
811,maid
812,make
813,mama
814,man
815,manage
816,many
817,march
818,marjorie
819,mark
820,marry
821,mary
822,master
823,mat
824,match
825,matter
826,mattery
827,may
828,maybe
829,me
830,meal
831,mean
832,meat
833,mechanism
834,meet
835,melt
836,mend
837,meow
838,merry
839,mess
840,microsoft
841,middle
842,might
843,milk
844,mind
845,mine
846,minnie
847,minute
848,mirror
849,miss
850,mistake
851,mister
852,mix
853,mm
854,mmm
855,model
856,moment
857,monday
858,money
859,monkey
860,monster
861,moon
862,more
863,morning
864,most
865,motion
866,mountain
867,mouse
868,mouth
869,move
870,mrs
871,much
872,muck
873,mud
874,muddle
875,mum
876,mumm
877,mummie
878,mummmumm
879,mummmummmumm
880,mummmy
881,mummy
882,mummys
883,mums
884,mumsy
885,music
886,must
887,my
888,myself
889,nail
890,name
891,nana
892,nanny
893,nap
894,naughty
895,near
896,neat
897,neck
898,need
899,neenaw
900,neither
901,net
902,never
903,neville
904,new
905,next
906,nibble
907,nice
908,nick
909,night
910,nightie
911,nine
912,no
913,nobody
914,noise
915,none
916,nor
917,normal
918,nose
919,not
920,note
921,nothing
922,now
923,nuisance
924,number
925,nursery
926,nut
927,o
928,o'clock
929,oat
930,obvious
931,of
932,off
933,oh
934,oink
935,okay
936,old
937,omelette
938,on
939,one
940,onion
941,only
942,onto
943,oo
944,ooh
945,ooohdoodo
946,oop
947,oops
948,oow
949,open
950,opposite
951,optician
952,or
953,orange
954,oscars
955,other
956,otherwise
957,ouch
958,ought
959,ouh
960,our
961,ours
962,out
963,outside
964,oven
965,over
966,ow
967,owl
968,own
969,ows
970,owww
971,oy
972,p
973,pack
974,packet
975,page
976,pail
977,paint
978,pajamas
979,pamper
980,paper
981,parachute
982,pardon
983,park
984,part
985,party
986,pass
987,passenger
988,past
989,pattern
990,paw
991,pay
992,peace
993,peck
994,pedal
995,peep
996,pen
997,penguin
998,penny
999,peppa
1000,pepper
1001,perfect
1002,perhaps
1003,person
1004,petal
1005,peter
1006,phew
1007,phone
1008,phrr
1009,phwoar
1010,pick
1011,pickle
1012,picnic
1013,picture
1014,pie
1015,piece
1016,pig
1017,pikelet
1018,pile
1019,pilot
1020,ping
1021,pink
1022,pinklet
1023,pinklets
1024,pipe
1025,pirate
1026,pit
1027,place
1028,planet
1029,plastic
1030,plasticine
1031,plate
1032,play
1033,please
1034,plug
1035,plum
1036,po
1037,point
1038,police
1039,polly
1040,pond
1041,poo
1042,poop
1043,poor
1044,pop
1045,poppet
1046,porgie
1047,porridge
1048,pot
1049,potato
1050,pound
1051,pour
1052,present
1053,press
1054,pretend
1055,pretty
1056,primrose
1057,probable
1058,program
1059,promise
1060,prop
1061,proper
1062,prr
1063,pudding
1064,puff
1065,puke
1066,pull
1067,purdie
1068,purple
1069,push
1070,pussy
1071,put
1072,quack
1073,quackquack
1074,queen
1075,question
1076,quick
1077,quiet
1078,quite
1079,ra
1080,rabbit
1081,race
1082,ragtime
1083,rain
1084,raleigh
1085,ramp
1086,rather
1087,reach
1088,read
1089,ready
1090,real
1091,realize
1092,reckon
1093,record
1094,red
1095,refuse
1096,remember
1097,repeat
1098,rescue
1099,resemble
1100,reserve
1101,rest
1102,rhona
1103,rhyme
1104,ribbon
1105,rice
1106,rid
1107,ride
1108,ridiculous
1109,right
1110,ring
1111,rip
1112,road
1113,roar
1114,roast
1115,robbie
1116,rock
1117,rogue
1118,roll
1119,ronnie
1120,roof
1121,room
1122,rose
1123,rosie
1124,rough
1125,round
1126,roundabout
1127,rover
1128,row
1129,rub
1130,rubbish
1131,rude
1132,rule
1133,run
1134,rush
1135,rwww
1136,s
1137,sad
1138,sag
1139,sainsbury
1140,salad
1141,salt
1142,samantha
1143,same
1144,samson
1145,sand
1146,sandwich
1147,sarah
1148,sat
1149,saturday
1150,sauce
1151,sausage
1152,save
1153,say
1154,scare
1155,scarf
1156,school
1157,scoop
1158,scooter
1159,scratch
1160,scream
1161,screw
1162,scrummy
1163,scrunch
1164,sea
1165,seat
1166,second
1167,see
1168,seem
1169,seeney
1170,seesaw
1171,send
1172,september
1173,set
1174,settee
1175,seven
1176,sew
1177,shake
1178,shall
1179,shape
1180,share
1181,shark
1182,shawl
1183,she
1184,shed
1185,sheep
1186,shell
1187,shh
1188,shine
1189,shirt
1190,shock
1191,shoe
1192,shoot
1193,shop
1194,short
1195,should
1196,shoulder
1197,shout
1198,shovel
1199,show
1200,shower
1201,shrek
1202,shss
1203,shut
1204,shute
1205,sick
1206,side
1207,sigh
1208,silly
1209,silver
1210,simon
1211,simple
1212,since
1213,sing
1214,sip
1215,sir
1216,siren
1217,sister
1218,sit
1219,site
1220,six
1221,skirt
1222,sky
1223,slat
1224,sleep
1225,sleeve
1226,slide
1227,slither
1228,slow
1229,small
1230,smell
1231,smile
1232,smiley
1233,smith
1234,smudge
1235,snack
1236,snail
1237,snake
1238,snap
1239,sniff
1240,snip
1241,snore
1242,snow
1243,snuggle
1244,so
1245,soap
1246,society
1247,sofie
1248,soil
1249,some
1250,somebody
1251,someone
1252,something
1253,sometimes
1254,somewhere
1255,song
1256,soon
1257,sore
1258,sorry
1259,sort
1260,soul
1261,sound
1262,soup
1263,space
1264,spade
1265,spare
1266,spark
1267,spat
1268,speak
1269,special
1270,speckle
1271,spider
1272,spill
1273,splash
1274,spoon
1275,spot
1276,spout
1277,spread
1278,spy
1279,square
1280,squash
1281,squeak
1282,squid
1283,squidgy
1284,stair
1285,stand
1286,star
1287,start
1288,station
1289,stay
1290,steady
1291,steak
1292,steal
1293,steep
1294,stencil
1295,step
1296,stick
1297,sticker
1298,sticky
1299,stiff
1300,still
1301,stir
1302,stockport
1303,stone
1304,stool
1305,stop
1306,story
1307,straight
1308,strange
1309,straw
1310,stream
1311,street
1312,strike
1313,strong
1314,stub
1315,study
1316,stuff
1317,stuffy
1318,stun
1319,submarine
1320,such
1321,sudden
1322,sue
1323,suit
1324,sukey
1325,summer
1326,sun
1327,sundae
1328,super
1329,supper
1330,suppose
1331,sure
1332,surprise
1333,swat
1334,sweet
1335,swim
1336,swing
1337,swishswishswish
1338,switch
1339,swww
1340,table
1341,tail
1342,tailor
1343,take
1344,talk
1345,tall
1346,tap
1347,tape
1348,tara
1349,tart
1350,taste
1351,taxi
1352,tea
1353,teach
1354,team
1355,tear
1356,tease
1357,teddy
1358,telephone
1359,teletubby
1360,television
1361,tell
1362,temperature
1363,ten
1364,terrible
1365,tesco
1366,test
1367,than
1368,thank
1369,thanks
1370,that
1371,the
1372,theater
1373,their
1374,them
1375,themselves
1376,then
1377,there
1378,these
1379,they
1380,thick
1381,thin
1382,thing
1383,think
1384,third
1385,thirst
1386,thirteen
1387,this
1388,thomas
1389,those
1390,though
1391,three
1392,throat
1393,through
1394,throw
1395,thumb
1396,thunder
1397,tick
1398,tickle
1399,ticklish
1400,tidy
1401,tie
1402,tiger
1403,tigger
1404,tight
1405,tights
1406,till
1407,time
1408,timmy
1409,tiny
1410,tip
1411,tire
1412,tissue
1413,to
1414,toad
1415,toast
1416,toby
1417,tock
1418,today
1419,toddle
1420,toe
1421,together
1422,toilet
1423,tom
1424,tomato
1425,tomorrow
1426,tongue
1427,tonight
1428,too
1429,tool
1430,toot
1431,tooth
1432,tootsie
1433,top
1434,total
1435,touch
1436,tow
1437,towards
1438,towel
1439,toy
1440,tractor
1441,traffic
1442,trailer
1443,train
1444,tray
1445,treacle
1446,tree
1447,triangle
1448,trick
1449,trip
1450,trouble
1451,trouser
1452,truck
1453,trump
1454,trunk
1455,try
1456,tube
1457,tuesday
1458,tuffet
1459,tum
1460,tumble
1461,tuppenny
1462,turn
1463,tweezers
1464,twelve
1465,twenty
1466,twig
1467,twinkle
1468,two
1469,twww
1470,u
1471,ugh
1472,uh
1473,uhhuh
1474,uhhum
1475,uhuh
1476,um
1477,umbrella
1478,uncle
1479,under
1480,underneath
1481,understand
1482,until
1483,up
1484,upon
1485,ups
1486,urgh
1487,us
1488,use
1489,usual
1490,utensil
1491,van
1492,vegetable
1493,vehicle
1494,velcro
1495,very
1496,video
1497,vinyl
1498,vouch
1499,vroom
1500,w
1501,waffle
1502,wag
1503,wait
1504,waitress
1505,wake
1506,walk
1507,wall
1508,want
1509,ware
1510,warm
1511,warn
1512,wash
1513,waste
1514,watch
1515,water
1516,wave
1517,way
1518,we
1519,wear
1520,weasel
1521,wedding
1522,wee
1523,week
1524,weewaweewa
1525,welcome
1526,well
1527,wet
1528,whack
1529,what
1530,whats
1531,whee
1532,wheeeey
1533,wheel
1534,when
1535,where
1536,wherever
1537,whether
1538,whey
1539,which
1540,while
1541,whinge
1542,whirl
1543,whisper
1544,whistle
1545,white
1546,who
1547,whole
1548,whoops
1549,whoosh
1550,whose
1551,why
1552,wide
1553,wife
1554,wiggle
1555,will
1556,wincy
1557,wind
1558,window
1559,wing
1560,winnie
1561,wipe
1562,wish
1563,with
1564,without
1565,woah
1566,wodar
1567,wodere
1568,wonder
1569,wonky
1570,woo
1571,wood
1572,woof
1573,wool
1574,woolworths
1575,woosh
1576,word
1577,work
1578,world
1579,worm
1580,worry
1581,wow
1582,wrap
1583,wrist
1584,write
1585,wrong
1586,x
1587,yak
1588,yawn
1589,yay
1590,yeah
1591,year
1592,yellow
1593,yes
1594,yesterday
1595,yet
1596,yoghurt
1597,you
1598,your
1599,yours
1600,yourself
1601,yuck
1602,yum
1603,zero
1604,zip
